enjoy,
anymore,
idc,
shield,heal|ignite|spell|silence|ulti|exhaust
almost,
coz,cuz|cos|couse|becouse
ne,nem|flamen
job,
everyone,everybody|someone|every1|noone
pushed,pushing
read,
nicht,nich|schon
into,around|in
left,
many,
bug,
instead,isntead|loads
yet,
ask,asked
surr,surrend|surender|surrende
ff,
owned,pwned|outfarmed|outplayed|pwnd|countered
youre,ure
gone,
once,
thing,
long,
kidding,kiddin|kiding|telling
dunno,wonder
spam,spamming|spamm|flame|spaming
farming,failing|ganking|roaming|camping
nautilus,rammus|singed|udyr|alistar
mumu,amumu
les,des|tes|ils
jump,jumped
pinged,died
death,
chill,
hmm,hm
losing,loosing|lost|failing
chase,atack|attack
nidalee,nida|veigar|swain|singed|ryze|ezreal
score,
al,
actually,
assist,assists|assit|asist
ezreal,draven|nidalee|veigar|heimer
least,
ga,abyssal
em,them
xddd,xdd
made,makes
old,olds
unskilled,offensive|unskill
day,
dafuq,
under,near
trap,
hey,hi
bb,bye
cmon,comon|comeon
stronk,strong|mainstream|dangerous
caught,cought|caugh
11,13|14|16|12|17|18|21
been,
24,
trolls,retards|noobs|flamers|tards|players
riot,
behind,near|ahead
most,biggest
1st,
group,regroup|grp
yup,yeye
bastard,fag|bastards|fucktard
gave,give|gives
goes,comes
cc,
deaths,assists|deads|asist
carried,raped|trolled|baited|outfarmed|countered|camped
dick,cock|dicks
trynd,pantheon|trynda
rdy,ready
mi,mata|casi
supp,support|sup|suport
till,until|untill|til
gogo,gogogo|gogog
greedy,agressive|rude|angry
mine,
realy,rly|really|rlly
whats,
heimer,
mate,mates
couldnt,cannot|wont|didnt|didint|could|wouldnt
saying,doing
exhaust,heal|flash|ghost|ulty|ult|stun|shield|taunt
ist,
awesome,lame|worthless|imba|cute
50,40|60|70|80|25|15|10|30|35
these,those
tanky,
master,
trying,going
reports,
mins,minutes|min|minuts|minute|months
rumble,renek|irelia|morde
soz,sory
second,
grab,
those,these
mr,armor|mres|armour|magic
malphite,nidalee|malph|twitch|rumble
sup,supp|suport
toi,quoi|moi|mort
pantheon,trynd|katarina|wukong|trynda|renekton
french,german|braindead
dd,ddd
ahah,ahha|ahahaha|ahahah|hahahaha|ahaha|hahha|hah
else,
crying,raging|complaining|dieing|qqing
mais,laisse|ouai
golems,golem
ck,cker
jsut,just
nab,nub|nap|bastard|naab|noob|nob
work,
lot,couple|alot|lots
fuk,fck|fk|fuck|fuckk|fack
feeded,fed|outfarmed|feedet|farmed|owned
gtfo,
stats,stat
pretty,quite|very
va,deja|par|aller|fait|quand|vas|faire
maokai,rammus|nauti|voli|amumu
camp,
ready,rdy
ftw,
put,
ganking,pushing|camping|farming|helping
jesus,pussys|jew|whores
rene,renek|rumble|ire
babysit,babysitt|babysitting
ihr,wir|mich
mit,
vote,voted
renekton,katarina|pantheon|volibear|trynd
forget,
ure,youre
nop,
players,player|people|teams|ppl|trolls
ahaha,ahahah|ahahahaha|ahhaha|hahha|ahahaha|hahahah|ahha|hahahahah|hahahahha
kass,kassa|anivia|swain
another,
ai,jai
fuking,fcking|fking|fukin|fuckign|fkn|fckin|fkin|facking|fckn|faking
meh,
pink,
far,
sa,ca|allez|faire|ces|mais
comes,came|goes|dies
press,pressed
reprot,rpeort|repport|report|repot|repor|rep|reprt|reort
picked,pick
pant,malza|anni|malp|karth
hold,handle
happy,
teamplay,teamwork
hahahah,ahahah|hahahaha|ahahaha|hahah|ahaha|hahaha|ahahahaha|hahha|hahahahaha
dis,thsi
40,60|50|45|30
auch,nich|noch
non,bon
passive,passiv
den,ohne|deiner|jeden|danach|eine
taking,stealing
called,
er,egal|mehr
sleep,
hm,hmm|ahh|yh|hum|mh|mhm|uhm|ah
pfff,pffff
kinda,
holy,bull
srry,sry|sory|sorry
boss,baws
lool,loool
around,into
baby,
soo,sooo|soooo|sooooo|so
rush,
teamfight,teamfights|fight|fights
face,head|dreams
wie,wenn|richtig|sein
lagg,lag|laggs|lags|laag
money,
yourself,urself
shop,
bottom,bot|top
mia,cming|camps|mis|commin|comin|comign
ahahah,hahha|ahahaha|ahaha|hahahah|ahahahah|ahhaha|hahahahaha|hahahahah|hahahaha|hahah
flamer,feeder|loser|leaver|failer
ha,espera|ahora
nobody,noone
write,listen
two,
13,14|11|16|17|12|18|23|21
ie,deathcap
moi,toi|comme|mais
though,tho|thought
random,
silence,stun|shield|snare|ignite|ulti
gets,takes|dies
tp,exhaust
deal,
cares,
bist,
sur,francais|gars|laisse|prendre
listen,answer|explain|talk|write|tell
hecarim,jayce|heimer|heca|warwick
destroy,defend
worry,
ggwp,pz|yw|gjh
started,stopped
nid,nida|singed
noct,mundo|noc|naut|nauti
con,como
less,
duo,
force,
yy,yeye
wraiths,wraith|ghosts|wraits
tried,wanted|tryed|decided|try
ulty,ulti|ult|ultimate|taunt|exhaust|stun|spells
forgot,
saved,healed
needs,tries|takes
thank,
karth,kart|pant
everything,
cancer,
draven,volibear|mord|ezreal|vladimir
bla,blabla
stuff,
ruin,ruined|ruining|ruins|ruine
hits,hit
leblanc,katarina|talon|rumble
hehe,me2|hah|mh|ouh
anyone,someone|any1|anybody|noone
des,tes|etes|les
noo,nooo
loool,lool|noon
change,
penta,
friend,father|brother|name|girlfriend|sister|self
point,moment
deserve,deserv
matter,
zu,uns
mum,mom
jayce,caitlyn|evelynn
minutes,mins|secs|minuts|minute|months|sec
lmao,ahahahaha|hahahahahaha|goof|lawl
others,other
sigh,fkign|impressive|fuckig
2v1,1v2
malza,pant|malz|zil|malzahar
nie,ze|sie|mnie
winning,wining|failing
heil,hitler|hitla|sieg|calculated|schl|yhe
merde,arrete|pute|vraiment
alive,dead
totally,totaly|completely|completly
muted,mute
kat,gragas|karthus
idk,
nocturne,sejuani|pantheon|mordekaiser|temmo|trundle
feel,
boring,annoying|unfair|horrible|amazing
smart,agressive
shot,shoot|shots|hit
sux,sucks|sucked|suck
annoying,braindead|boring|gay|funny
stole,took|steals|takes|steal
river,
ruined,ruin|ruins|ruining|ruine|destroyed|fucked|sucked
doch,mich|schon
ti,li|sta|tin|kai|kaneis|exeis
por,como|pero|ahora|joder
story,
flashed,healed|ulted|ultied|walked
tg,grosse|putain|putin
caitlyn,katarina|tristana|jayce
xp,exp|creeps
havent,havnt|ve
running,walking|runs|standing|staying
minion,minions
hitler,hitla|sieg|heil|nder|schl
plays,
dich,mich|sich|ihn
rape,beat|outfarm|harass
spell,shield|spells|skill|skills
line,lane|lanes
tho,though
pathetic,braindead|retarded|terrible
crazy,braindead|angry
los,nos|las|como|dios
killing,attacking|diving|baiting|fighting|blaming
9x,x9
eh,egal|echt|beste
warwick,hecarim
char,champ|hero|champion|champs
crap,
nob,nooob|noooob|naab|nobo|looser|n00b
shes,hes|whos
fucker,fcker|fuckers|fuker|motherfucker
might,must
expect,notice
fag,faggot|bastard
ahahaha,hahha|ahahah|hahahahaha|hahahaha|ahhaha|ahahahah|hahahahah|ahha|ahahahaha
tards,retards|idiots|faggots|scrubs
atleast,
deine,deiner|meine|dein|dir|seine|eine|fertig
karma,xerath|kayle|katarina
wu,nau|trundle
skills,spells|skill|abilities|spell|ulty
ein,wie|eine
wat,wut|waht|wot
hab,habe|gemacht|brauch
knew,
stand,stay|stood
auf,auch
insult,insulting|flaming|flamming
purpose,
poor,
ik,
nauti,maokai|nautilus|pant|noct
towers,turrets|inhibitor|tower|turret
mute,muted
needed,need
2nd,
cos,cause|coz|cus|because|becouse|couse|bcs|casue|becuase
xerath,orianna|oriana
seems,feels
kenen,nidale|kenne
vision,
orianna,xerath|viktor|vladimir|katarina
fat,
fear,
atack,attack|attak|atk|chase
roam,recall|backdoor|rape
pour,alors|vous
dorans,doran|boots|armor|pots|armour
wir,werden|reporten|wieder|ihr|gewinnen
taunt,stun|ulty|ulti|ult
recall,roam
aha,hah|aah|mh|babe|hahha|yap
faster,
nur,
feeders,flamers|trollers|suckers|luckers|leavers|tards|retards|germans
speed,
deff,def|safe|defend
men,
makes,made|make
main,name
lags,laggs|lagg|lag|bugs
believe,belive|handle|hear|reach
intentional,intentionally|intentionnal|intentionaly|international|constant
obvious,
puta,partida|culpa|ostia|gilipollas
regroup,group|togheter|together
clear,clean
ive,uve|ve
viktor,orianna|ori
balls,
super,extremely|uber
aber,grad
half,
zilean,zil|heimer|katarina|kassadin|orianna
combo,hook
skype,ts
bin,eben|bis
gotta,must|might
aswell,also
creep,creeps
katarina,kassadin|mordekaiser|caitlyn|pantheon|tryndamere|renekton|vladimir|trynd
whatever,
trundle,nocturne|wu|tryn|draven
vous,sont|laisse
14,13|16|17|11|18|12|21
nooo,noooo|noes|nooooooo|sory|nevermind|woops
twice,
single,
moms,mothers|mums|mum
ran,runs|run
dies,feeds|comes|gets
shy,cassi
baited,raped|carried|grabbed|dived
aint,isnt|wasnt
fkin,fkn|fking|fcking|fuking|fuckign|fckin|fckn|freaking|fukin|facking
mdr,
language,beeing
years,year|deads|seconds|days
war,
piece,pieces|peace
auto,
quit,
german,french|mentally|arrogant
prob,problem
helping,reporting|following|owning|blaming|ganking
amazing,lame|annoying|insane
magic,mr
plus,alors|aussi
escape,
tris,ori|orianna|sivir|viktor|trist|cass
possible,
means,happens
nerf,
fuc,suc
eat,
later,
which,
gz,diz|ggwp
su,puta|puto|soy
net,junge
waiting,asking|w8ing
ori,viktor|casio
today,
mir,dir
handle,hold|believe|belive|deny|reach
pc,computer|client
health,hp|life
fr,pr
com,
ton,mon
tanks,
pa,anda|era|aver|nunca
iam,im|am|m
aegis,abyssal|ie
kassadin,katarina|mordekaiser|vladimir
scared,afraid|bored|tired|sick
pussy,dumbass|ugly
biggest,bigest|noobest|dumbest|badest|baddest|greatest|most
ca,sa|allez|alors|ais
z,za
twich,
match,
happens,happened|happend|means
boy,
stealing,taking|steals|takin
x9,9x
anyways,anyway
name,friend|father|girlfriend|mum|account
hahahahaha,ahhaha|ahahahah|ahahaha|hahahahah|hahahahahaha|jajajaj|hahha|hahahha
urself,yourself
lolz,lawl
wenn,weil|dann|einfach|beide
trolled,carried|outfarmed|countered|outplayed|zoned
sss,ss2|ss1|ss
champs,chars|champions|char
bah,
lawl,hahahahahha|waw
mb,
2k,1k|3k
1vs1,1v1|1on1
crit,ability|charm
qui,aussi
bought,buys|buy
comming,comin|coming|omw|goin|goign|camping
near,behind|under
probably,
remember,
worse,stronger|better|older
frozen,
wake,messed|fked|feedershut|feederv
split,
delete,delet|deinstall
acc,
mich,immer|einfach|dich|sich|mir|doch
blood,
calm,
relax,
finally,
attitude,insults
ago,
dein,deiner|deine|mein|alleine|dir
ou,koi|aussi|bon
uninstall,unistall|deinstall|uninstal
zzz,
place,
zz,
nc,n1|ncie|niec|incoming
wants,
mon,moi|bon
sucker,loser|fucktard|motherfucker|prick
until,till|untill
alot,lots|tons|loads|lot|amount|lack
having,
dem,dein|mehr
noooooooooooooooooooooooooooooobs,
wins,loses
either,
hat,macht|gemacht
raped,camped|pwned|outplayed|carried|baited|countered|outfarmed
exp,xp|creeps
ghost,exhaust
tio,como
lemme,leme|letme
burst,
id,
mind,
atm,
eyes,penis|sister
wo,
wasted,used|missed|wast
indeed,idd
inhib,inhibitor|inhi|inib|nash
cus,cuz|cos|couse|cause|because|becouse|bcs|becuase|casue
fdp,
account,name|country|computer
wall,
wouldnt,would|shouldnt|could|wont|should|didnt|wud|couldnt
grave,draven|hari|vayn
perfect,
fait,fais
doesn,hasn|wouldn|couldn|isn|shouldn|wasn|hadn
ce,ces|bien
xdddd,
ire,rene|ori
nap,
kind,sick
jo,jetzt
asshole,whore
max,maxing
mord,draven|malzahar
bien,ce|vien
high,
may,
open,
oui,ouai|ouais|voir
loser,failer|sucker|looser|troller|nerd
25,35|15|22|27|26|32
asked,ask
dir,mir|hier
une,serieux|seul|quand
idd,indeed
faggot,fag
3v5,4vs5|3vs5|4v5|2v5|5v4|5v5
ddd,dd|xdd
jaja,jajaj|jajaja|pena|jajajja|hablas
18,17|16|14|19|13|21
comin,comming|omw|cming|owm|goign|goin|coming
ke,qe|era|del|xk
dann,ihn|noch|nix
premades,germans|leavers
dps,
warding,
blu,blue|bleu|lbue
sooo,soo|soooo|sooooo|totaly
co,algo
assists,deaths|assist|asist|assits|deads|lasthits|fps|kils|cs
blaming,blame|telling|flaming|calling|raging|helping
noone,nobody|anyone|everyone
stuns,ultis|ults|asist|ulties|ignites
16,14|13|17|18|11|21|19
spells,skills|ulty|abilities|spell|ulti|ult|ults|shield
reporting,carrying|ignoring|owning|helping|raping|trolling|following|telling
hello,hi
dying,dieing|attacking|moving|crying|diving
4vs5,3v5|4v5|3vs5|5v4|2v5|5v5|4v4
ssmid,
catch,
kann,nix|nein|sein
avec,ce|et
minute,min|minutes|mins|month
jarv,grag
missed,used|wasted|failed
noch,schon|dann|nich
ger,neger|nder|eg|rt
derp,herp
tbh,
rest,
kein,keinen|keine|nen|ohne
bet,
negative,offensive|verbal|spamming|harassment|negativ|insulting|spaming
dived,killed|baited|ulted|ganked
focused,chased|outfarmed|stunned|ulted|zoned|focusing|stuned
sie,alleine|nie|rein
alter,
perma,perm
re1,
isn,wasn|hasn|ain|doesn|shi
nooobs,noooob|nobs|noooobs|noooooobs|nabs|nubs|noobteam|nobos
ults,ultis|ulties|flashes|stuns|heals|spells|shots
arent,are|re|werent|were
cheat,cheating
ash,ahse
malp,pant|amu
nexus,
lame,amazing|braindead
gud,dangerous
fuckign,fckin|fukin|fckn|fuking|fking|facking|fcking|fkin|faking
premates,deutsche|geisteskranke|nazischweine
stunned,ulted|stuned|attacked|focused|ultied|silenced
hurensohn,kleiner|lappen|kannst|huso|opfer
bt,bf|abyssal
dotn,dnt|dont|didint
au,ais
deutsche,schwule|premates|schl|ft|sieg|sprache
mere,gueule|ferme|geule|nike|maman|vie
jungling,roaming
dodge,land
spamming,spaming|flamming|insulting|flaming|afking|spam|spamm|raging|racism
fuckk,fck|fack|fuk|fuuck|fuck|fuckkk
fights,teamfights|teamfight
kurwa,za
rlly,realy
russian,spanish|germans
sick,kind|scared|lack|isntead
ace,
bf,bt|abyssal
failing,pushing|loosing|farming|pushin|carrying|owning|sucking|losing|winning
kil,kill|killl
suport,sup|supp
hero,char|champion|character
prefer,
sit,
usless,useles|uselss|uselesss|brainless|usles|worthless
sejuani,nocturne|orianna
ohh,uh|yh|ahh|ooh|ow|ohhh|hehe
course,sons|becuase|lots
fkn,fckin|fking|fkin|fukin|fuking|fcking|facking|faking|fckn
secs,seconds|sek|minutes|sec
halt,einfach|alter|lass
schei,sein|eine|wie|diese|dich
nub,nab|nobo|naab|nooob|n00b
heca,cassi|evelyn
show,blow
ahead,behind
bots,
stick,
yours,urs
mas,asi
tnx,thnx|ty|thanks|thx|thanx
ni,nao|aki
click,clicked
whore,motherfucker
1v2,2v1
word,
doran,dorans|madred|warmog
lock,locked
veig,grag
maw,
sense,sence|difference
lolol,oha|overkill
rat,mordekaiser
okey,okay|kay|oke|kk|oki
instant,insta
geh,gehen|gleich|geht|einer
everytime,when
throwing,ruining|loosing|trashtalking|destroying|failing
child,girl|douche|kid|lil
fucktard,sucker|bastard|motherfucker|scrub
17,14|16|18|13|21|27|11
cow,
brush,bush|bushes|tribush|brushes
cannot,cant|couldnt|wont|cnat|shouldnt|can|cna
mec,
l0l,
champion,champ|char|hero
madre,mierda|callate
como,pero|cuando
bo,boty
fighting,chasing|attacking|engaging|diving|dieing|tanking|moving|pinging|pushing
agree,
internet,connection|client|pants|server|screen
cunt,
pot,potion
some1,someone|somebody
hah,ahha|ahahaha|aah|ahhaha|ahhah|ahahahaha
year,years
thinks,
